AT4G19520	(TIR)(NBARC)(LRR)(CJID)(TIR)	TNLJT
AT4G19530	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT4G19910	(TIR)	T
AT4G19920	(TIR)	T
AT4G19925	(TIR)	T
AT4G23440	(TIR)(PLOOP)	TP
AT4G23510	(TIR)(TIR)	TT
AT4G23515	(TIR)	T
AT4G26090	(NBARC)(LRR)	NL
AT4G27190	(NBARC)(LRR)	NL
AT4G27220	(NBARC)(LRR)	NL
AT4G33300	(RPW8)(NBARC)(LRR)	RNL
AT4G36140	(TIR)(NBARC)(TIR)(NBARC)(LRR)(CJID)	TNTNLJ
AT4G36150	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G04720	(RPW8)(NBARC)(LRR)	RNL
AT5G05400	(NBARC)(LRR)	NL
AT5G11250	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G17680	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G17880	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G17890	(TIR)(NBARC)(LRR)(OTHER)(OTHER)	TNLO
AT5G17970	(TIR)(NBARC)(LRR)	TNL
AT5G18350	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G18360	(TIR)(NBARC)(LRR)	TNL
AT5G18370	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G22690	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G35450	(CC)(NBARC)(LRR)	CNL
AT5G36930	(TIR)(NBARC)(LRR)	TNL
AT5G38340	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G38344	(TIR)	T
AT5G38350	(NBARC)(LRR)(CJID)	NLJ
AT5G38850	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G40060	(NBARC)(LRR)(CJID)	NLJ
AT5G40090	(TIR)(NBARC)	TN
AT5G40100	(TIR)(NBARC)(LRR)	TNL
AT5G40910	(NBARC)(LRR)(CJID)	NLJ
AT5G41540	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G41550	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G41730	(MLKL)(PKin)	MO
AT5G41740	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G41750	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G43470	(CC)(NBARC)(LRR)	CNL
AT5G43730	(NBARC)(LRR)	NL
AT5G43740	(NBARC)(LRR)	NL
AT5G44510	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G44870	(NBARC)(LRR)(CJID)/(TIR)(NBARC)(LRR)(CJID)	NLJ/TNLJ
AT5G44900	(TIR)	T
AT5G44910	(TIR)	T
AT5G44920	(TIR)	T
AT5G45000	(TIR)(TIR)	TT
AT5G45050	(TIR)(NBARC)(LRR)(WRKY)	TNLO
AT5G45060	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G45070	(TIR)(OTHER)	TO
AT5G45080	(TIR)(OTHER)	TO
AT5G45090	(TIR)(OTHER)	TO
AT5G45200	(NBARC)(LRR)(CJID)/(TIR)(NBARC)(LRR)/(TIR)(NBARC)(LRR)(CJID)	NLJ/TNL/TNLJ
AT5G45210	(TIR)(NBARC)(LRR)	TNL
AT5G45220	(TIR)(TIR)	TT
AT5G45230	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G45240	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G45250	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G45260	(TIR)(NBARC)(LRR)	TNL
AT5G45440	(NBARC)	N
AT5G45490	(NBARC)	N
AT5G45500	(LRR)	L
AT5G45510	(LRR)	L
AT5G45520	(LRR)	L
AT5G46260	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G46270	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G46450	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G46470	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G46490	(TIR)(NBARC)	TN
AT5G46510	(TIR)(NBARC)(LRR)(CJID)(CJID)	TNLJJ
AT5G46520	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G47250	(NBARC)(LRR)	NL
AT5G47260	(NBARC)(LRR)(PLOOP-OTHER)	NLO
AT5G47280	(NBARC)(LRR)	NL
AT5G48620	(CC)(NBARC)(LRR)	CNL
AT5G48770	(TIR)(NBARC)(LRR)(LRR)(CJID)	TNLJ
AT5G48780	(TIR)(NBARC)(NBARC)	TNN
AT5G49140	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G51630	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G56220	(TIR)(PLOOP)	TP
AT5G58120	(TIR)(NBARC)(LRR)(CJID)	TNLJ
AT5G63020	(NBARC)(LRR)	NL
AT5G66630	(RPW8)(NBARC)(OTHER)(OTHER)	RNO
AT5G66890	(LRR)	L
AT5G66900	(RPW8)(NBARC)(LRR)	RNL
AT5G66910	(RPW8)(NBARC)(LRR)	RNL
